Cost,Purchases,Importance,Discount,Weight (gram),Late,Reorder_purchases,Shipment_Flight,Shipment_Road,Shipment_Ship,Warehouse_A,Warehouse_B,Warehouse_C,Warehouse_D,Warehouse_F
0.30841121495327106,0.125,1,0.46875,0.06340394448502557,1.0,1,0,0,1,0,1,0,0,0
0.6448598130841122,0.25,0,0.671875,0.3116143170197224,1.0,1,0,0,1,0,0,1,0,0
0.40654205607476634,0.0,0,0.546875,0.41168736303871445,1.0,0,0,0,1,0,0,0,0,1
0.7943925233644858,0.0,1,0.578125,0.254200146092038,1.0,0,0,0,1,0,0,0,1,0
0.7523364485981309,0.0,0,0.9375,0.34185536888239587,1.0,0,0,0,1,0,0,0,0,1
0.5934579439252335,0.125,0,0.328125,0.4081811541271001,1.0,1,0,0,1,1,0,0,0,0
0.6448598130841122,0.125,1,0.046875,0.33016800584368156,1.0,1,0,0,1,0,1,0,0,0
0.6121495327102803,0.25,1,0.328125,0.21314828341855366,1.0,1,0,0,1,0,0,1,0,0
0.24766355140186913,0.125,1,0.671875,0.11833455076698321,1.0,1,0,0,1,0,0,0,0,1
0.19158878504672894,0.25,2,0.953125,0.06953981008035062,1.0,1,0,0,1,0,0,0,1,0
0.397196261682243,0.5,1,0.234375,0.3804236669101534,1.0,1,0,0,1,0,0,0,0,1
0.5560747663551401,0.25,0,0.859375,0.4242512783053324,1.0,1,0,0,1,1,0,0,0,0
0.8084112149532711,0.375,0,0.6875,0.2018991964937911,1.0,1,0,0,1,0,1,0,0,0
0.6121495327102803,0.0,0,0.21875,0.40861943024105185,1.0,0,0,0,1,0,0,1,0,0
0.2009345794392523,0.25,1,0.9375,0.03856829802775749,1.0,1,0,0,1,0,0,0,0,1
0.19158878504672894,0.0,1,0.578125,0.0943754565376187,1.0,0,0,0,1,0,0,0,1,0
0.36448598130841126,0.0,0,0.671875,0.08108108108108109,1.0,0,0,0,1,0,0,0,0,1
0.2570093457943925,0.0,0,0.4375,0.047772096420745064,1.0,0,0,0,1,1,0,0,0,0
0.5327102803738317,0.125,0,0.125,0.2838568298027757,1.0,1,0,0,1,0,1,0,0,0
0.3411214953271028,0.25,1,0.484375,0.035646457268078885,1.0,1,0,0,1,0,0,1,0,0
0.2990654205607477,0.0,0,0.484375,0.08400292184075966,1.0,0,0,0,1,0,0,0,0,1
0.4392523364485982,0.0,1,0.125,0.402045288531775,1.0,0,0,0,1,0,0,0,1,0
0.5607476635514018,0.125,0,0.609375,0.16727538349159968,1.0,1,0,0,1,0,0,0,0,1
0.40654205607476634,0.125,0,0.5625,0.152081811541271,1.0,1,0,0,1,1,0,0,0,0
0.21028037383177567,0.125,0,0.328125,0.10723155588020453,1.0,1,0,0,1,0,1,0,0,0
0.32242990654205606,0.125,0,0.671875,0.04660336011687363,1.0,1,0,0,1,0,0,1,0,0
0.3457943925233645,0.125,0,0.625,0.01855368882395908,1.0,1,0,0,1,0,0,0,0,1
0.5,0.125,2,0.171875,0.37078159240321407,1.0,1,0,0,1,0,0,0,1,0
0.7009345794392524,0.375,0,0.703125,0.2097881665449233,1.0,1,0,0,1,0,0,0,0,1
0.663551401869159,0.125,0,0.9375,0.3060628195763331,1.0,1,0,0,1,1,0,0,0,0
0.4532710280373832,0.125,1,0.4375,0.358217677136596,1.0,1,0,0,1,0,1,0,0,0
0.21028037383177567,0.125,2,0.625,0.05346968590211834,1.0,1,0,0,1,0,0,1,0,0
0.25233644859813087,0.125,2,0.25,0.13469685902118336,1.0,1,0,0,1,0,0,0,0,1
0.5841121495327103,0.125,0,0.984375,0.2619430241051862,1.0,1,0,0,1,0,0,0,1,0
0.3878504672897196,0.125,1,0.796875,0.02293644996347699,1.0,1,0,0,1,0,0,0,0,1
0.042056074766355145,0.5,1,0.953125,0.042512783053323594,1.0,1,0,0,1,1,0,0,0,0
0.37850467289719625,0.125,1,0.9375,0.12841490138787434,1.0,1,0,0,1,0,1,0,0,0
0.7710280373831776,0.0,2,0.75,0.2986121256391526,1.0,0,0,0,1,0,0,1,0,0
0.49532710280373826,0.125,0,0.75,0.27465303140978814,1.0,1,0,0,1,0,0,0,0,1
0.06074766355140193,0.125,1,0.21875,0.10357925493060627,1.0,1,0,0,1,0,0,0,1,0
0.28971962616822433,0.125,0,0.078125,0.12812271731190647,1.0,1,0,0,1,0,0,0,0,1
0.630841121495327,0.25,1,0.078125,0.22074506939371805,1.0,1,0,0,1,1,0,0,0,0
0.514018691588785,0.125,1,0.59375,0.28166544923301684,1.0,1,0,0,1,0,1,0,0,0
0.4252336448598131,0.25,2,0.203125,0.4160701241782323,1.0,1,0,0,1,0,0,1,0,0
0.6261682242990655,0.0,0,0.015625,0.17940102264426586,1.0,0,0,0,1,0,0,0,0,1
0.6355140186915887,0.125,1,0.5,0.2917457998539079,1.0,1,0,0,1,0,0,0,1,0
0.5560747663551401,0.125,1,0.3125,0.4357925493060628,1.0,1,0,0,1,0,0,0,0,1
0.663551401869159,0.5,0,0.1875,0.21051862673484292,1.0,1,0,0,1,1,0,0,0,0
0.7943925233644858,0.125,0,0.34375,0.4052593133674215,1.0,1,0,0,1,0,1,0,0,0
0.28971962616822433,0.0,1,0.546875,0.1149744338933528,1.0,0,0,0,1,0,0,1,0,0
0.07943925233644866,0.125,0,0.65625,0.07552958363769174,1.0,1,0,0,1,0,0,0,0,1
0.5934579439252335,0.125,0,0.265625,0.4321402483564646,1.0,1,0,0,1,0,0,0,1,0
0.7523364485981309,0.0,1,0.859375,0.39590942293644993,1.0,0,0,0,1,0,0,0,0,1
0.39252336448598135,0.0,1,0.75,0.13747260774287798,1.0,0,0,0,1,1,0,0,0,0
0.16822429906542058,0.125,0,0.265625,0.11073776479181882,1.0,1,0,0,1,0,1,0,0,0
0.5654205607476636,0.125,2,0.390625,0.2737764791818845,1.0,1,0,0,1,0,0,1,0,0
0.30841121495327106,0.125,2,0.46875,0.053031409788166534,1.0,1,0,0,1,0,0,0,0,1
0.4719626168224299,0.0,1,0.609375,0.24967129291453613,1.0,0,0,0,1,0,0,0,1,0
0.4719626168224299,0.125,1,0.1875,0.16756756756756755,1.0,1,0,0,1,0,0,0,0,1
0.4158878504672897,0.0,0,0.671875,0.2788897005113221,1.0,0,0,0,1,1,0,0,0,0
0.850467289719626,0.125,1,0.03125,0.2882395909422937,1.0,1,0,0,1,0,1,0,0,0
0.6214953271028038,0.125,0,0.75,0.19547114682249814,1.0,1,0,0,1,0,0,1,0,0
0.42056074766355145,0.25,1,0.875,0.42059897735573415,1.0,1,0,0,1,0,0,0,0,1
0.36448598130841126,0.5,2,0.625,0.012271731190650115,1.0,1,0,0,1,0,0,0,1,0
0.8878504672897195,0.125,0,0.265625,0.3158509861212564,1.0,1,0,0,1,0,0,0,0,1
0.3691588785046729,0.0,1,0.09375,0.027319211102994873,1.0,0,0,0,1,1,0,0,0,0
0.5747663551401868,0.125,1,0.25,0.3485756026296567,1.0,1,0,0,1,0,1,0,0,0
0.5467289719626168,0.25,2,0.53125,0.19605551497443388,1.0,1,0,0,1,0,0,1,0,0
0.6495327102803737,0.125,0,0.875,0.15091307523739958,1.0,1,0,0,1,0,0,0,0,1
0.24766355140186913,0.0,1,0.265625,0.03272461650840028,1.0,0,0,0,1,0,0,0,1,0
0.8177570093457943,0.0,1,0.109375,0.20452885317750183,1.0,0,0,0,1,0,0,0,0,1
0.22429906542056077,0.25,1,0.0625,0.015047479912344786,1.0,1,0,0,1,1,0,0,0,0
0.2289719626168224,0.0,1,0.3125,0.08999269539810079,1.0,0,0,0,1,0,1,0,0,0
0.21962616822429903,0.0,1,0.90625,0.12213294375456538,1.0,0,0,0,1,0,0,1,0,0
0.6121495327102803,0.25,0,0.8125,0.2371073776479182,1.0,1,0,0,1,0,0,0,0,1
0.5467289719626168,0.125,0,0.4375,0.25288531775018264,1.0,1,0,0,1,0,0,0,1,0
0.22429906542056077,0.25,0,0.5625,0.09598246895544194,1.0,1,0,0,1,0,0,0,0,1
0.5700934579439253,0.125,0,0.03125,0.18319941563184808,1.0,1,0,0,1,1,0,0,0,0
0.22429906542056077,0.125,1,0.90625,0.08575602629656684,1.0,1,0,0,1,0,1,0,0,0
0.663551401869159,0.125,0,0.25,0.2371073776479182,1.0,1,0,0,1,0,0,1,0,0
0.5607476635514018,0.125,2,0.390625,0.1536888239590942,1.0,1,0,0,1,0,0,0,0,1
0.663551401869159,0.125,2,0.84375,0.3295836376917458,1.0,1,0,0,1,0,0,0,1,0
0.21028037383177567,0.125,1,0.71875,0.03637691745799854,1.0,1,0,0,1,0,0,0,0,1
0.28971962616822433,0.0,0,0.015625,0.04134404674945216,1.0,0,0,1,0,1,0,0,0,0
0.6682242990654205,0.125,0,1.0,0.3912344777209642,1.0,1,0,1,0,0,1,0,0,0
0.3691588785046729,0.0,0,0.375,0.11906501095690283,1.0,0,0,1,0,0,0,1,0,0
0.7803738317757009,0.125,0,0.625,0.2653031409788167,1.0,1,0,1,0,0,0,0,0,1
0.33644859813084116,0.0,2,0.765625,0.08984660336011688,1.0,0,0,1,0,0,0,0,1,0
0.3738317757009346,0.125,2,0.546875,0.11365960555149743,1.0,1,0,1,0,0,0,0,0,1
0.25233644859813087,0.25,2,0.921875,0.0033601168736303866,1.0,1,0,1,0,1,0,0,0,0
0.7897196261682243,0.0,1,0.46875,0.19357195032870708,1.0,0,0,1,0,0,1,0,0,0
0.7803738317757009,0.125,0,0.0625,0.2842951059167276,1.0,1,0,1,0,0,0,1,0,0
0.2289719626168224,0.125,0,0.296875,0.05639152666179692,1.0,1,0,1,0,0,0,0,0,1
0.40654205607476634,0.125,0,0.5,0.254200146092038,1.0,1,0,1,0,0,0,0,1,0
0.5093457943925234,0.125,1,0.28125,0.17034331628926222,1.0,1,0,1,0,0,0,0,0,1
0.2990654205607477,0.125,0,0.984375,0.10416362308254198,1.0,1,0,1,0,1,0,0,0,0
0.7289719626168224,0.0,1,0.734375,0.16084733382030678,1.0,0,0,1,0,0,1,0,0,0
0.588785046728972,0.125,0,0.140625,0.1868517165814463,1.0,1,0,1,0,0,0,1,0,0
0.5,0.0,0,0.375,0.38071585098612126,1.0,0,0,1,0,0,0,0,0,1
0.5794392523364486,0.125,1,0.609375,0.3674214755295836,1.0,1,0,1,0,0,0,0,1,0
0.23831775700934577,0.25,0,0.921875,0.10533235938641342,1.0,1,0,1,0,0,0,0,0,1
0.4859813084112149,0.25,1,0.234375,0.15471146822498175,1.0,1,0,1,0,1,0,0,0,0
0.5981308411214953,0.25,1,0.3125,0.1497443389335281,1.0,1,0,1,0,0,1,0,0,0
0.3878504672897196,0.0,0,0.25,0.053031409788166534,1.0,0,0,1,0,0,0,1,0,0
0.22429906542056077,0.125,0,0.765625,0.12622352081811541,1.0,1,0,1,0,0,0,0,0,1
0.7056074766355139,0.125,0,0.25,0.4219138056975895,1.0,1,1,0,0,0,0,0,1,0
0.8598130841121495,0.5,1,0.78125,0.37706355003652303,1.0,1,1,0,0,0,0,0,0,1
0.33644859813084116,0.0,1,0.0,0.12096420745069394,1.0,0,1,0,0,1,0,0,0,0
0.2850467289719626,0.125,1,0.046875,0.1297297297297297,1.0,1,1,0,0,0,1,0,0,0
0.43457943925233644,0.25,1,0.78125,0.17633308984660337,1.0,1,1,0,0,0,0,1,0,0
0.30841121495327106,0.0,1,0.09375,0.10781592403214021,1.0,0,1,0,0,0,0,0,0,1
0.5186915887850467,0.375,0,0.734375,0.20423666910153396,1.0,1,1,0,0,0,0,0,1,0
0.6588785046728972,0.0,0,0.140625,0.41767713659605554,1.0,0,1,0,0,0,0,0,0,1
0.7850467289719626,0.125,2,0.90625,0.14886778670562453,1.0,1,1,0,0,1,0,0,0,0
0.24766355140186913,0.125,0,0.78125,0.09408327246165082,1.0,1,1,0,0,0,1,0,0,0
0.30841121495327106,0.125,0,0.625,0.06734842951059167,1.0,1,1,0,0,0,0,1,0,0
0.5093457943925234,0.25,1,0.96875,0.16873630387143898,1.0,1,1,0,0,0,0,0,0,1
0.28971962616822433,0.125,1,0.78125,0.0787436084733382,1.0,1,1,0,0,0,0,0,1,0
0.7102803738317757,0.0,0,0.703125,0.3953250547845143,1.0,0,1,0,0,0,0,0,0,1
0.4439252336448598,0.125,0,0.34375,0.40160701241782326,1.0,1,1,0,0,1,0,0,0,0
0.23364485981308414,0.25,1,0.359375,0.12315558802045287,1.0,1,1,0,0,0,1,0,0,0
0.18224299065420557,0.125,0,0.859375,0.0714390065741417,1.0,1,1,0,0,0,0,1,0,0
0.24766355140186913,0.125,0,0.609375,0.008911614317019728,1.0,1,1,0,0,0,0,0,0,1
0.5794392523364486,0.0,1,0.09375,0.22644265887509127,1.0,0,1,0,0,0,0,0,1,0
0.009345794392523366,0.375,1,0.671875,0.03915266617969321,1.0,1,1,0,0,0,0,0,0,1
0.004672897196261683,0.25,0,0.484375,0.03462381300219139,1.0,1,1,0,0,1,0,0,0,0
0.40654205607476634,0.0,0,0.8125,0.4281957633308985,1.0,0,1,0,0,0,1,0,0,0
0.30841121495327106,0.125,1,0.109375,0.1268078889700511,1.0,1,0,0,1,0,0,1,0,0
0.08411214953271029,0.25,0,0.71875,0.064572680788897,1.0,1,0,0,1,0,0,0,0,1
0.836448598130841,0.375,0,0.625,0.2176771365960555,1.0,1,0,0,1,0,0,0,1,0
0.5,0.0,1,0.59375,0.41548575602629656,1.0,0,0,0,1,0,0,0,0,1
0.5093457943925234,0.0,2,1.0,0.3900657414170928,1.0,0,0,0,1,1,0,0,0,0
0.24766355140186913,0.125,0,0.96875,0.13805697589481372,1.0,1,0,0,1,0,1,0,0,0
0.07476635514018692,0.25,1,0.859375,0.020014609203798384,1.0,1,0,0,1,0,0,1,0,0
0.5186915887850467,0.125,1,0.859375,0.36245434623813,1.0,1,0,0,1,0,0,0,0,1
0.7710280373831776,0.25,0,0.890625,0.3544192841490139,1.0,1,0,0,1,0,0,0,1,0
0.8317757009345793,0.125,1,0.078125,0.34682249817384947,1.0,1,0,0,1,0,0,0,0,1
0.21028037383177567,0.0,0,0.796875,0.10094959824689553,1.0,0,0,0,1,1,0,0,0,0
0.3271028037383178,0.25,1,0.25,0.07260774287801314,1.0,1,0,0,1,0,1,0,0,0
0.21028037383177567,0.125,2,0.515625,0.002775748721694671,1.0,1,0,0,1,0,0,1,0,0
0.26168224299065423,0.125,0,0.65625,0.10343316289262233,1.0,1,0,0,1,0,0,0,0,1
0.7196261682242991,0.125,0,0.8125,0.2157779401022644,1.0,1,0,0,1,0,0,0,1,0
0.3037383177570093,0.125,1,0.421875,0.11804236669101534,1.0,1,0,0,1,0,0,0,0,1
0.4158878504672897,0.125,1,0.140625,0.1843681519357195,1.0,1,0,0,1,1,0,0,0,0
0.3738317757009346,0.25,2,0.796875,0.013878743608473326,1.0,1,0,0,1,0,1,0,0,0
0.2429906542056075,0.125,0,0.859375,0.0802045288531775,1.0,1,0,0,1,0,0,1,0,0
0.8130841121495326,0.125,0,0.96875,0.25566106647187725,1.0,1,0,0,1,0,0,0,0,1
0.6822429906542057,0.125,0,0.78125,0.42863403944485023,1.0,1,0,0,1,0,0,0,1,0
0.25233644859813087,0.0,1,0.03125,0.04149013878743607,1.0,0,0,0,1,0,0,0,0,1
0.44859813084112143,0.125,2,0.296875,0.41943024105186266,1.0,1,0,0,1,1,0,0,0,0
0.09345794392523366,0.125,1,0.828125,0.045726807888970045,1.0,1,0,0,1,0,1,0,0,0
0.44859813084112143,0.125,1,0.015625,0.43739956172388605,1.0,1,0,0,1,0,0,1,0,0
0.7429906542056074,0.25,1,0.03125,0.356318480642805,1.0,1,0,0,1,0,0,0,0,1
0.3037383177570093,0.625,1,0.265625,0.04280496712929144,1.0,1,0,0,1,0,0,0,1,0
0.2850467289719626,0.125,0,0.296875,0.07100073046018993,1.0,1,0,0,1,0,0,0,0,1
0.31775700934579443,1.0,2,0.421875,0.13718042366691016,1.0,1,0,0,1,1,0,0,0,0
0.30841121495327106,0.625,1,0.234375,0.007450693937180425,1.0,1,0,0,1,0,1,0,0,0
0.23364485981308414,0.0,0,0.765625,0.07085463842220599,1.0,0,0,0,1,0,0,1,0,0
0.5280373831775701,0.125,1,0.828125,0.2921840759678598,1.0,1,0,0,1,0,0,0,0,1
0.17757009345794394,0.0,1,0.84375,0.05624543462381301,1.0,0,0,0,1,0,0,0,1,0
0.588785046728972,0.0,1,0.0625,0.40569758948137324,1.0,0,0,0,1,0,0,0,0,1
0.2009345794392523,0.125,0,0.40625,0.03389335281227174,1.0,1,0,0,1,1,0,0,0,0
0.17757009345794394,0.125,0,0.640625,0.06048210372534696,1.0,1,0,0,1,0,1,0,0,0
0.15887850467289721,0.125,0,0.234375,0.01329437545653761,1.0,1,0,0,1,0,0,1,0,0
0.1728971962616822,0.125,0,0.953125,0.08692476260043827,1.0,1,0,0,1,0,0,0,0,1
0.20560747663551404,0.125,0,0.09375,0.05989773557341124,1.0,1,0,0,1,0,0,0,1,0
0.28971962616822433,0.125,0,0.421875,0.1412710007304602,1.0,1,0,0,1,0,0,0,0,1
0.8130841121495326,0.25,0,0.703125,0.10737764791818846,1.0,1,0,0,1,1,0,0,0,0
0.20560747663551404,0.125,0,0.453125,0.004236669101533974,1.0,1,0,0,1,0,1,0,0,0
0.18224299065420557,0.125,0,0.21875,0.0493791088385683,1.0,1,0,0,1,0,0,1,0,0
0.1869158878504673,0.125,0,0.28125,0.08283418553688823,1.0,1,0,0,1,0,0,0,0,1
0.2149532710280374,0.125,1,0.578125,0.9699050401753104,1.0,1,0,0,1,0,0,0,1,0
0.2710280373831776,0.125,1,0.578125,1.0,1.0,1,0,0,1,0,0,0,0,1
0.2009345794392523,0.125,0,0.125,0.06866325785244703,1.0,1,0,0,1,1,0,0,0,0
0.2990654205607477,0.125,0,0.65625,0.03652300949598247,1.0,1,0,0,1,0,1,0,0,0
0.17757009345794394,0.125,0,0.890625,0.00964207450693938,1.0,1,0,0,1,0,0,1,0,0
0.3037383177570093,0.375,2,0.734375,0.12885317750182615,1.0,1,0,0,1,0,0,0,0,1
0.2757009345794392,0.125,0,0.34375,0.08780131482834186,1.0,1,0,0,1,0,0,0,1,0
0.2289719626168224,0.125,1,0.359375,0.962308254200146,1.0,1,0,0,1,0,0,0,0,1
0.2850467289719626,0.125,0,0.0,0.06953981008035062,1.0,1,0,0,1,1,0,0,0,0
0.2990654205607477,0.125,0,0.734375,0.1008035062089116,1.0,1,0,0,1,0,1,0,0,0
0.26168224299065423,0.125,0,0.84375,0.07260774287801314,1.0,1,0,0,1,0,0,1,0,0
0.2429906542056075,0.125,2,0.15625,0.07319211102994885,1.0,1,0,0,1,0,0,0,0,1
0.14485981308411222,0.125,0,0.21875,0.07611395178962746,1.0,1,0,0,1,0,0,0,1,0
0.2710280373831776,0.125,0,0.3125,0.016362308254200153,1.0,1,0,0,1,0,0,0,0,1
0.14485981308411222,0.125,0,0.671875,0.04967129291453615,1.0,1,0,0,1,1,0,0,0,0
0.2990654205607477,0.125,1,0.46875,0.9349890430971513,1.0,1,0,0,1,0,1,0,0,0
0.15420560747663548,0.125,0,0.734375,0.03184806428049672,1.0,1,0,0,1,0,0,1,0,0
0.28971962616822433,0.125,0,0.609375,0.10533235938641342,1.0,1,0,0,1,0,0,0,0,1
0.4158878504672897,0.125,1,0.03125,0.31117604090577067,1.0,1,0,0,1,0,0,0,1,0
0.3738317757009346,0.25,2,0.96875,0.04265887509130753,1.0,1,0,0,1,0,0,0,0,1
0.2429906542056075,0.125,0,0.5625,0.0762600438276114,1.0,1,0,0,1,1,0,0,0,0
0.8130841121495326,0.125,0,0.921875,0.4213294375456538,1.0,1,0,0,1,0,1,0,0,0
0.6822429906542057,0.125,0,0.4375,0.20160701241782322,1.0,1,0,0,1,0,0,1,0,0
0.25233644859813087,0.0,1,0.46875,0.08575602629656684,1.0,0,0,0,1,0,0,0,0,1
0.44859813084112143,0.125,2,0.046875,0.15485756026296568,1.0,1,0,0,1,0,0,0,1,0
0.09345794392523366,0.125,1,0.125,0.045726807888970045,1.0,1,0,0,1,0,0,0,0,1
0.44859813084112143,0.125,1,0.46875,0.3403944485025566,1.0,1,0,0,1,1,0,0,0,0
0.7429906542056074,0.25,1,0.578125,0.25858290723155586,1.0,1,0,0,1,0,1,0,0,0
0.3037383177570093,0.625,1,0.96875,0.0723155588020453,1.0,1,0,0,1,0,0,1,0,0
0.2850467289719626,0.125,0,0.734375,0.05726807888970051,1.0,1,0,0,1,0,0,0,0,1
0.31775700934579443,1.0,2,0.203125,0.05463842220598977,1.0,1,0,0,1,0,0,0,1,0
0.30841121495327106,0.625,1,0.640625,0.040467494521548575,1.0,1,0,0,1,0,0,0,0,1
0.23364485981308414,0.0,0,0.828125,0.07699050401753105,1.0,0,0,0,1,1,0,0,0,0
0.5280373831775701,0.125,1,0.921875,0.1810080350620891,1.0,1,0,0,1,0,1,0,0,0
0.17757009345794394,0.0,1,0.8125,0.012710007304601895,1.0,0,0,0,1,0,0,1,0,0
0.588785046728972,0.0,1,0.890625,0.3834915997078159,1.0,0,0,0,1,0,0,0,0,1
0.2009345794392523,0.125,0,0.59375,0.08487947406866325,1.0,1,0,0,1,0,0,0,1,0
0.17757009345794394,0.125,0,0.578125,0.051278305332359386,1.0,1,0,0,1,0,0,0,0,1
0.15887850467289721,0.125,0,0.734375,0.1168736303871439,1.0,1,0,0,1,1,0,0,0,0
0.1728971962616822,0.125,0,0.0625,0.03900657414170927,1.0,1,0,0,1,0,1,0,0,0
0.20560747663551404,0.125,0,0.34375,0.05420014609203799,1.0,1,0,0,1,0,0,1,0,0
0.28971962616822433,0.125,0,0.140625,0.07509130752373996,1.0,1,0,0,1,0,0,0,0,1
0.8130841121495326,0.25,0,1.0,0.1193571950328707,1.0,1,0,0,1,0,0,0,1,0
0.20560747663551404,0.125,0,0.5,0.040467494521548575,1.0,1,0,0,1,0,0,0,0,1
0.18224299065420557,0.125,0,0.890625,0.10708546384222059,1.0,1,0,0,1,1,0,0,0,0
0.1869158878504673,0.125,0,0.65625,0.1398100803506209,1.0,1,0,0,1,0,1,0,0,0
0.2149532710280374,0.125,1,0.109375,0.7396639883126369,1.0,1,0,0,1,0,0,1,0,0
0.2710280373831776,0.125,1,0.734375,0.9763330898466034,1.0,1,0,0,1,0,0,0,0,1
0.2009345794392523,0.125,0,0.03125,0.1149744338933528,1.0,1,0,0,1,0,0,0,1,0
0.2990654205607477,0.125,0,0.765625,0.004236669101533974,1.0,1,0,1,0,0,0,0,0,1
0.17757009345794394,0.125,0,0.578125,0.07728268809349889,1.0,1,0,1,0,1,0,0,0,0
0.3037383177570093,0.375,2,0.828125,0.07450693937180422,1.0,1,0,1,0,0,1,0,0,0
0.2757009345794392,0.125,0,0.6875,0.09320672023374726,1.0,1,0,1,0,0,0,1,0,0
0.2289719626168224,0.125,1,0.0625,0.7452154857560263,1.0,1,0,1,0,0,0,0,0,1
0.2850467289719626,0.125,0,0.890625,0.13571950328707086,1.0,1,0,1,0,0,0,0,1,0
0.2990654205607477,0.125,0,0.28125,0.058144631117604095,1.0,1,0,1,0,0,0,0,0,1
0.26168224299065423,0.125,0,0.9375,0.11672753834915997,1.0,1,0,1,0,1,0,0,0,0
0.2429906542056075,0.125,2,0.53125,0.050840029218407606,1.0,1,0,1,0,0,1,0,0,0
0.14485981308411222,0.125,0,0.1875,0.01855368882395908,1.0,1,0,1,0,0,0,1,0,0
0.15420560747663548,0.125,1,0.328125,0.8200146092037984,1.0,1,0,1,0,0,0,0,0,1
0.28971962616822433,0.125,0,0.1875,0.035646457268078885,1.0,1,0,1,0,0,0,0,1,0
0.23831775700934577,0.125,0,0.0625,0.13425858290723156,1.0,1,0,1,0,0,0,0,0,1
0.29439252336448596,0.125,0,0.75,0.09057706355003653,1.0,1,0,1,0,1,0,0,0,0
0.2570093457943925,0.125,0,0.34375,0.13571950328707086,1.0,1,0,1,0,0,1,0,0,0
0.925233644859813,0.25,0,0.796875,0.01285609934258583,1.0,1,0,1,0,0,0,1,0,0
0.6074766355140188,0.0,1,0.6875,0.0650109569028488,1.0,0,0,1,0,0,0,0,0,1
0.8177570093457943,0.375,2,0.125,0.11862673484295103,1.0,1,0,1,0,0,0,0,1,0
0.5,0.375,1,0.9375,0.12490869247626005,1.0,1,0,1,0,0,0,0,0,1
0.7850467289719626,0.25,0,0.140625,0.09452154857560263,1.0,1,0,1,0,1,0,0,0,0
0.7570093457943924,0.125,1,0.546875,0.17677136596055512,1.0,1,0,1,0,0,1,0,0,0
0.677570093457944,0.125,0,0.3125,0.30343316289262234,1.0,1,0,1,0,0,0,1,0,0
0.5233644859813084,0.125,1,0.34375,0.154127100073046,1.0,1,1,0,0,0,0,0,0,1
0.5280373831775701,0.375,1,0.171875,0.299926953981008,1.0,1,1,0,0,0,0,0,1,0
0.4018691588785047,0.0,1,0.34375,0.24923301680058438,1.0,0,1,0,0,0,0,0,0,1
